,Power_first_mean,Power_first_std,Num. Active Sensors_first_mean,Num. Active Sensors_first_std,Avg. Dist. to Sink node_first_mean,Avg. Dist. to Sink node_first_std,Power_last_mean,Power_last_std,Num. Active Sensors_last_mean,Num. Active Sensors_last_std,Avg. Dist. to Sink node_last_mean,Avg. Dist. to Sink node_last_std
0,18280.67698275619,2502.7453023049384,29.4,3.7202150475476548,291.4838856522979,23.327696745332677,18547.945897017107,953.2339388509131,21.6,1.854723699099141,240.88585739858576,24.817881850930437
1,18284.339551058707,1127.8895325181838,27.4,2.727636339397171,280.5048764620959,10.156810851583954,12828.757060645732,925.1094214942971,26.8,2.4,291.9286354073985,5.380555762078271
2,16717.726604709613,2394.3336147594864,28.0,3.1622776601683795,288.1480146290435,10.996638911568972,12139.383535281875,628.4149573444963,28.0,1.5491933384829668,292.3376318608218,4.262900930094597
3,18471.335369522458,1698.2408173555496,26.2,2.993325909419153,298.92518399012374,18.44564480325488,11927.798830840155,534.3396548743531,28.4,1.9595917942265424,290.4771830907108,2.8795977110210886
4,18386.04108821226,1516.9632352802885,28.0,1.4142135623730951,290.91250799440616,18.480926326542512,11927.798830840155,534.3396548743531,28.4,1.9595917942265424,290.4771830907108,2.8795977110210886
5,19905.53753588903,2003.8119761498783,24.8,2.0396078054371136,296.0948736225663,11.68396320835352,12200.541854196887,670.4032478161663,28.2,1.9390719429665315,295.0485754127765,3.4870234104664997
6,18618.453469247357,1609.1985352757745,25.0,2.449489742783178,283.57250917197234,23.974219351624615,16440.97002599567,442.56435930536145,23.0,2.0976176963403033,237.42808320528198,5.947193483516659
7,17600.821413784164,1633.339105623909,28.4,3.0066592756745814,304.5668095105301,17.364818833198022,12841.42873106166,938.8863015425464,26.8,2.4,291.77286978003855,5.408393499344955
8,18395.17974247706,1627.8808489737673,29.2,2.7856776554368237,287.4770779113232,12.394763902390874,11826.045852321395,525.290113501307,28.6,1.9595917942265424,294.62516601143426,5.0200340574201325
9,18788.36498698051,2113.6902783176893,26.2,3.1874754901018454,291.57368302067744,13.840718846298866,11825.961926461696,525.3030676159473,28.6,1.9595917942265424,294.56663252079113,5.097572726773806
10,16285.775427225719,1680.8970564936988,30.0,3.286335345030997,299.2184269737515,8.153992541150236,11842.405958245172,521.6692695685069,28.6,1.9595917942265424,294.50557140324463,5.088498902657495
11,17252.189015137723,1372.7901026445254,28.8,2.4819347291981715,282.0030847591833,9.318605953673476,14854.739474682854,370.2690751282348,25.0,2.449489742783178,248.71339610277627,5.8784519629536875
12,16578.178946394713,1313.710634014399,29.2,2.6381811916545836,289.97590912127237,5.0291701593491265,11826.77305567476,525.1801012179211,28.6,1.9595917942265424,294.64924888523575,4.988579496614368
13,16686.91995060444,1396.2229050471901,28.4,2.0591260281974,288.31251018274446,6.675419387217088,11842.405958245172,521.6692695685069,28.6,1.9595917942265424,294.50557140324463,5.088498902657495
14,17773.134073263755,2167.507740279554,28.0,2.6076809620810595,289.59487293317346,11.47885102657452,13154.943153136715,166.60004908793601,25.8,1.16619037896906,264.07754230042246,3.899165200066654
15,17650.523614659665,2850.239795061996,28.2,2.6381811916545836,292.07470493793915,14.218196915234829,12310.581751359412,691.9122226658135,27.8,2.4,288.2251727102829,4.925803922752904
16,18548.87479005645,2177.688776211066,28.2,2.993325909419153,296.409668399216,21.095819304447158,12918.325951963981,98.6683295298085,25.2,0.7483314773547882,277.85915588200197,8.533886760118666
17,18531.421308946803,1691.0508168534616,27.0,3.8987177379235853,298.37969415817844,13.329155758207916,13789.156437630041,311.0706620121053,23.2,0.4,282.7360270246534,10.930973078164596
18,19203.637169590285,2745.8064957390534,27.6,4.586937976471886,283.3293435746407,12.661035405022833,14655.110567293075,213.98036515527735,21.0,0.0,281.8509785156393,5.785151319949857
19,17023.958515725146,2279.418087038276,29.0,0.6324555320336759,283.7907337158236,17.067073116586197,15736.22584469193,183.37704062205842,19.8,0.39999999999999997,280.76736819019567,8.625944847434551
